Location,Airport,1,2,3,4,5,6,7,8,9,10,11,12
Senegal,CSK,5.96843,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Senegal,DKR,3.28293,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Senegal,DSS,2.71244,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Senegal,XLS,4.85909,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Serbia,BEG,2.64303,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Serbia,INI,2.62254,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Seychelles,SEZ,2.78999,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"Sierra Leone",FNA,4.50499,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Singapore,QPG,4.18818,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Singapore,SIN,2.2065325,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Singapore,XSP,3.30627,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"Sint Maarten (Dutch part)",SXM,4.97949,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Slovakia,BTS,2.71496,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Slovakia,TAT,4.620455,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Slovenia,LJU,3.02054,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Slovenia,MBX,3.13004,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Slovenia,POW,3.37404,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"Solomon Islands",HIR,4.08069,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Somalia,BIB,5.85634,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Somalia,BSA,4.50873,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Somalia,HGA,5.27461,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Somalia,MGQ,3.78353,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Africa",795,4.11595,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Africa",801,3.84853,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Africa",BFN,2.846885,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Africa",CPT,2.4596825,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Africa",DUR,2.436495,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Africa",ELS,2.5813,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Africa",GCJ,4.75312,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Africa",GRJ,2.92437,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Africa",HDS,4.1966,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Africa",HLA,4.34436,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Africa",JNB,2.5560425,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Africa",KIM,3.111885,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Africa",MGH,4.18487,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Africa",MQP,3.86353,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Africa",PLZ,3.12103,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Africa",PRY,3.52164,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Africa",PZB,3.86066,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Africa",PZL,3.31909,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Africa",UTN,2.942125,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Sudan",875,4.79528,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Sudan",JUB,3.8859166666667,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"South Sudan",WUU,4.98528,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,930,3.42749,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,ABC,6.2035166666667,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,AGP,2.46425,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,ALC,2.481955,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,BCN,2.28977,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,BIO,2.52388,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,BJZ,3.09111,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,CDT,5.63929,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,EAS,3.17145,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,ECV,2.71819,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,GRO,2.51929,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,GRX,2.9198,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,HSK,2.62147,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,IBZ,2.7175,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,ILD,3.04758,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,LCG,2.77685,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,LEI,2.82616,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,LEN,3.41549,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,LEU,5.64445,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,MAD,2.348534,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,MAH,2.74583,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,MLN,4.72999,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,ODB,2.67246,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,OVD,2.76265,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,PMI,2.46373,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,PNA,2.94276,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,QSA,3.24068,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,REU,2.81853,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,RGS,3.60929,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,RJL,2.92268,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,RMU,2.65026,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,SCQ,2.92099,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,SDR,2.78277,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,SLM,2.9993,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,SVQ,2.55237,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,TEV,5.90345,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,VGO,2.67451,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,VIT,3.12431,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,VLC,2.52183,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,VLL,2.90139,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,XRY,2.62991,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Spain,ZAZ,2.56464,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"Sri Lanka",CMB,2.55899,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"Sri Lanka",HRI,2.51549,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"Sri Lanka",RML,2.88049,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sudan,EBD,3.78899,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sudan,EGN,4.16699,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sudan,ELF,3.97799,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sudan,KRT,3.54199,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sudan,PZU,3.78899,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sudan,UYL,3.97799,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Suriname,PBM,3.46991,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Swaziland,MTS,5.11263,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Swaziland,SHO,3.67799,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,AGH,4.9212,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,AJR,5.34868,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,ARN,2.37029,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,BLE,5.1187,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,BMA,3.62975,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,GEV,5.16731,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,GOT,2.6301866666667,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,GSE,5.28955,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,HAD,5.20233,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,JKG,5.0978,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,KID,4.9003,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,KLR,5.13961,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,KRN,5.32955,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,KSD,4.97235,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,LDK,6.1211,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,LLA,5.24205,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,LPI,5.25455,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,LYC,4.95824,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,MMX,2.61661,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,NRK,5.20455,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,NYO,4.57147,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,OER,5.57866,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,ORB,4.58955,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,OSD,5.1187,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,RNB,5.18822,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,SDL,4.87965,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,SFT,4.79098,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,THN,5.25094,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,TYF,5.94088,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,UME,4.74237,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,VBY,6.17455,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,VST,5.00955,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Sweden,VXO,4.94711,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Switzerland,ACH,4.56797,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Switzerland,BRN,4.69919,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Switzerland,BSL,3.07544,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Switzerland,GVA,2.3672,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Switzerland,LUG,4.2328,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Switzerland,SIR,4.73338,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Switzerland,SMV,4.38522,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Switzerland,ZRH,2.974762,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Taiwan,HUN,2.60289,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Taiwan,KHH,2.33789,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Taiwan,KNH,2.33789,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Taiwan,RMQ,2.60289,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Taiwan,TPE,2.31789,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Taiwan,TSA,2.26379,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Taiwan,TTT,2.33789,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Tajikistan,DYU,4.90086,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Tajikistan,KQT,4.81828,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Tajikistan,LBD,4.81828,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Tajikistan,TJU,4.81828,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"Tanzania, United Republic of",575,5.37709,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"Tanzania, United Republic of",ARK,3.45559,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"Tanzania, United Republic of",DAR,2.54518,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"Tanzania, United Republic of",DOD,4.15289,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"Tanzania, United Republic of",JRO,2.85478,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"Tanzania, United Republic of",MWZ,3.92259,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"Tanzania, United Republic of",TBO,5.05649,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"Tanzania, United Republic of",ZNZ,4.17408,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Thailand,BKK,2.24389,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Thailand,CEI,3.08799,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Thailand,CNX,2.54799,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Thailand,DMK,2.21799,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Thailand,HDY,2.58049,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Thailand,HHQ,2.60799,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Thailand,HKT,2.48299,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Thailand,KBV,2.53799,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Thailand,KKC,2.59299,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Thailand,PHS,2.59299,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Thailand,UBP,2.59299,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Thailand,URT,2.66799,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Thailand,USM,3.15299,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Thailand,UTH,2.59299,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Thailand,UTP,2.42119,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Timor-Leste,DIL,4.74965,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Togo,LFW,2.97137,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Togo,LRL,7.72198,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Tonga,TBU,4.41239,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"Trinidad and Tobago",POS,2.6128,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"Trinidad and Tobago",TAB,2.6678,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Tunisia,DJE,2.48819,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Tunisia,MIR,2.48819,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Tunisia,NBE,2.58819,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Tunisia,SFA,2.74819,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Tunisia,TBJ,2.63319,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Tunisia,TOE,2.63319,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Tunisia,TUN,2.46809,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,332,3.50623,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,ADA,2.596505,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,ADB,2.476405,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,AJI,3.845305,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,AOE,3.04188,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,AYT,2.489305,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,BJV,2.524005,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,DIY,3.21438,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,DLM,2.529205,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,EDO,3.50623,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,ERZ,3.166505,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,ESB,2.4741666666667,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,ESK,6.87735,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,EZS,3.665305,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,GNY,3.337575,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,GZP,3.314685,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,GZT,2.619005,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,HTY,2.807855,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,IGD,3.50623,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,ISE,2.976505,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,IST,2.348255,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,KCM,3.565305,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,KSY,3.635305,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,KZR,3.162805,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,MLX,3.290255,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,MQM,3.357805,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,NAV,2.616505,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,NOP,3.16983,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,SAW,2.47777,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,SXZ,4.25623,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,SZF,2.741505,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,TEQ,2.639005,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,TJK,5.71983,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,TZX,2.579005,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,USQ,5.75623,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,VAN,3.39938,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,VAS,3.457105,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkey,YEI,3.32688,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkmenistan,ASB,2.56813,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Turkmenistan,MYP,2.758355,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"Turks and Caicos Islands",PLS,4.347105,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data",4.90549
Uganda,EBB,2.84266,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ukraine,CKC,5.14497,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ukraine,CWC,5.0543366666667,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ukraine,DNK,4.14764,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ukraine,HRK,3.43535,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ukraine,IEV,3.33149,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ukraine,IFO,3.51817,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ukraine,KBP,3.3526,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ukraine,KHE,5.0543366666667,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ukraine,KWG,5.0543366666667,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ukraine,LWO,3.60294,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ukraine,ODS,3.8642,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ukraine,OZH,4.55686,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ukraine,RWN,5.0543366666667,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ukraine,UDJ,4.58304,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
Ukraine,VIN,5.0543366666667,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Arab Emirates",410,3.78413,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Arab Emirates",423,3.33412,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Arab Emirates",AAN,2.38283,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Arab Emirates",AUH,2.3439966666667,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Arab Emirates",AZI,2.33733,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Arab Emirates",DHF,3.784125,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Arab Emirates",DWC,2.23885,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Arab Emirates",DXB,2.22052,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Arab Emirates",FJR,2.36783,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Arab Emirates",NHD,3.95413,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Arab Emirates",RKT,2.38283,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Arab Emirates",SHJ,2.33283,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",435,3.34644,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",ABZ,2.78793,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",ADX,4.51747,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",BFS,2.74137,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",BHD,2.93463,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",BHX,3.013078,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",BOH,3.3464175,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",BQH,3.7103,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",BRS,3.5565866666667,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",BZZ,3.34644,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",CAX,5.01317,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",CBG,4.9101,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",CEG,4.5378,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",CVT,4.86221,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",CWL,3.33784,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",EDI,2.644675,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",EMA,3.2058733333333,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",EXT,4.7968,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",FAB,3.95264,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",GLA,2.681935,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",HUY,3.46367,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",INV,5.094765,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
"United Kingdom",IOM,4.41583,"no data","no data","no data","no data","no data","no data","no data","no data","no data","no data","no data"
